262144,8,1.97819,48480
1024,6,0.005402,3628
1048576,6,10.7223,170220
128,5,0.002695,3608
1024,3,0.005375,3580
64,10,0.001645,3592
262144,5,2.05011,48360
524288,2,4.64174,90116
262144,10,1.97425,48508
1024,5,0.003731,3616
262144,4,1.94918,48532
64,2,0.001586,3544
16384,9,0.089403,6324
524288,6,4.65412,90248
512,7,0.003473,3560
2048,7,0.009781,3768
64,9,0.002253,3432
128,10,0.002035,3556
512,8,0.00295,3668
16384,7,0.106744,6336
1048576,3,11.1668,170596
262144,1,2.1486,48192
1024,1,0.005677,3636
64,6,0.003993,3400
2048,8,0.008714,3820
262144,3,1.9849,48488
16384,1,0.08668,6244
1024,10,0.003502,3672
256,1,0.00221,3504
1048576,2,11.0993,170440
256,5,0.003354,3520
262144,2,2.17654,48452
524288,3,4.90645,90144
64,7,0.001962,3532
512,5,0.008888,3548
128,7,0.002014,3468
262144,9,2.18206,48524
16384,3,0.09511,6256
512,6,0.002659,3672
2048,10,0.008368,3828
64,1,0.00234,3532
262144,7,2.10297,48432
1048576,8,11.5038,170228
2048,3,0.006397,3724
524288,7,5.07088,90252
2048,5,0.008749,3812
262144,6,1.98788,48528
256,4,0.002312,3576
256,8,0.006037,3504
512,9,0.00335,3524
128,8,0.00292,3452
524288,1,5.08135,90252
524288,8,4.8084,90224
524288,5,4.44298,90160
1048576,4,11.4983,170280
524288,10,5.00402,90192
512,1,0.002749,3532
256,7,0.004464,3628
128,2,0.00215,3468
64,5,0.001836,3444
1048576,1,11.0671,170204
1024,7,0.004313,3612
512,3,0.002776,3532
1024,9,0.003861,3656
1024,2,0.005465,3656
2048,6,0.00841,3764
16384,6,0.099867,6240
1024,4,0.003369,3712
256,3,0.00236,3516
128,6,0.00184,3604
128,1,0.001688,3476
64,8,0.002101,3456
128,4,0.001849,3604
256,9,0.002541,3488
16384,8,0.097156,6324
2048,2,0.008091,3920
256,6,0.002044,3600
128,3,0.002095,3416
16384,5,0.09217,6344
1048576,5,11.1614,170196
64,4,0.0022,3400
256,10,0.002549,3576
16384,2,0.092033,6456
64,3,0.002089,3396
524288,9,4.94027,90268
512,2,0.003483,3592
524288,4,4.58122,90220
128,9,0.002077,3492
2048,9,0.008854,3788
512,4,0.003188,3548
512,10,0.002872,3588
256,2,0.002533,3440
2048,4,0.008285,3760
1048576,7,11.2402,170176
1048576,10,10.6209,170092
16384,10,0.091111,6184
1048576,9,10.5352,170272
1024,8,0.005027,3624
2048,1,0.008569,3840
16384,4,0.090286,6252
