262144,8,0.06088315000033617,208896
1024,6,0.005184675999771571,208896
1048576,6,0.26125786200009316,208896
128,5,0.02799046499967517,212992
1024,3,0.0014528870005960925,208896
64,10,0.0012034189994665212,208896
262144,5,0.05807873199955793,208896
524288,2,0.1277922680001211,208896
262144,10,0.0642600000001039,208896
1024,5,0.007578353000099014,192512
262144,4,0.06544293200022366,208896
64,2,0.004985929000213218,208896
16384,9,0.0052535499999066815,208896
524288,6,0.12833906400010164,208896
512,7,0.013313840000591881,208896
2048,7,0.0014588419999199687,208896
64,9,0.0011132360004921793,208896
128,10,0.0009831990000748192,208896
512,8,0.0011152179995406186,208896
16384,7,0.004299971000364167,208896
1048576,3,0.287573202999738,208896
262144,1,0.10002117299973179,208896
1024,1,0.006633992000388389,208896
64,6,0.0010806330001287279,196608
2048,8,0.0014585849994546152,208896
262144,3,0.07788612300009845,192512
16384,1,0.007210884999949485,208896
1024,10,0.001282496999920113,208896
256,1,0.00106353599949216,208896
1048576,2,0.24947146700014855,208896
256,5,0.029247851000036462,208896
262144,2,0.061140451999563084,208896
524288,3,0.12530264599990915,192512
64,7,0.01155849400038278,208896
512,5,0.0014062780001040665,208896
128,7,0.0011617959999057348,208896
262144,9,0.06488952200015774,208896
16384,3,0.011543614999936835,204800
512,6,0.0011927410005228012,208896
2048,10,0.0012929230006193393,208896
64,1,0.0007932430007713265,208896
262144,7,0.06878866599981848,208896
1048576,8,0.29205844099942624,208896
2048,3,0.02976490399942122,208896
524288,7,0.12028348300009384,208896
2048,5,0.012686807000136469,204800
262144,6,0.08727257099963026,208896
256,4,0.00625695500002621,208896
256,8,0.0011740890004148241,208896
512,9,0.00117990800026746,208896
128,8,0.0011468479997347458,208896
524288,1,0.11874835599974176,208896
524288,8,0.13061240800016094,208896
524288,5,0.12842661299964675,204800
1048576,4,0.2733225379997748,208896
524288,10,0.12104752399955032,208896
512,1,0.01577485399957368,208896
256,7,0.001049380999575078,208896
128,2,0.0009842600002230029,200704
64,5,0.0018070630003421684,212992
1048576,1,0.2813678100001198,208896
1024,7,0.028199508999932732,208896
512,3,0.0010175090001212084,208896
1024,9,0.001188365999951202,208896
1024,2,0.001004917000500427,196608
2048,6,0.0014124380004432169,208896
16384,6,0.0044032460000380524,208896
1024,4,0.0011962979997406364,200704
256,3,0.0009709709993330762,208896
128,6,0.0010364479994677822,208896
128,1,0.004216240000459948,192512
64,8,0.0009627550007280661,204800
128,4,0.000914650999220612,192512
256,9,0.0008244359996751882,208896
16384,8,0.005965710000054969,208896
2048,2,0.0013924790000601206,208896
256,6,0.001043304000631906,208896
128,3,0.0009433900004296447,208896
16384,5,0.006294973999501963,192512
1048576,5,0.24800150400005805,208896
64,4,0.02731548300016584,192512
256,10,0.0013877510000384063,208896
16384,2,0.004716340999948443,204800
64,3,0.0009163100003206637,204800
524288,9,0.11945815499984747,204800
512,2,0.012890245000562572,192512
524288,4,0.13626292800017836,192512
128,9,0.011652543999844056,196608
2048,9,0.001965798000128416,208896
512,4,0.0013618229995699949,208896
512,10,0.0012880980002591969,204800
256,2,0.0012510639999163686,204800
2048,4,0.0015051459995447658,208896
1048576,7,0.25062302599963004,192512
1048576,10,0.285365331000321,200704
16384,10,0.033312642999590025,196608
1048576,9,0.2558592369996404,212992
1024,8,0.03122346899999684,208896
2048,1,0.001331440000285511,208896
16384,4,0.004808437000065169,208896
